¬ Text file converted with loc_parser
{your_citizens_killed}						Eure getöteten Bürger:
{character_bribed_body_eastern}		Dieser Mann ist ein feiger Hund und der Sklave eines anderen! Noch ungeborene Kinder werden seinen Namen verfluchen und die Götter anrufen, dass sie ihn bestrafen mögen!

{betrayed_body_roman}			Ehre und Tugend sind für dieses Volk bedeutungslos. Indem sie uns verraten, sind sie nur unserer ewigen Missachtung würdig. Bis zum Heft werden wir unsere Schwerter in die Eingeweide der Lügner bohren! 
{betrayed_body_barbarian}			Dieses Volk spricht Lügen! Sie brachen ihr Wort und haben uns verraten! Da sie die Freundschaft von sich wiesen, sollen sie nun unseren Schlachtruf hören! 
{betrayed_body_carthaginian}		Die Unverschämtheit und der Verrat dieses Volkes sind grenzenlos! Wie von der Sonne in den Wahnsinn getriebene Hunde wenden sie sich zähnefletschend gegen uns! Wie wildgewordene Hunde müssen sie getötet werden, damit sich der Wahnsinn nicht ausbreitet!
{betrayed_body_greek}			Die perverse Unverschämtheit dieses Volkes ist einfach nicht zu glauben! Den Göttern muss schlecht werden, wenn sie sehen, wie derart verräterische Kreaturen in Menschengestalt auf der Erde wandeln!
{betrayed_body_egyptian}			Der Verrat dieses Volkes hat das Herz des Pharaos entzweit. Kein Tod ist zu abscheulich, kein Schicksal zu grausam für sie. Doch selbst die Krokodile des Nils könnten ihr Fleisch nicht herunter würgen!
{betrayed_body_eastern}			Wir wurden verraten! Das falsche Gesicht der Freundschaft ist gefallen und hat die pockennarbige Feindschaft entblößt! Wenigstens sehen wir unsere Feinde nun deutlich! 

{fort_bribed_body_roman}			Die Garnison hat ihre Pflicht vergessen. Sie hat keine Würde, keine Tugend und keine Ehre. Ihre Namen sollen bis in alle Ewigkeit verdammt sein!
{fort_bribed_body_barbarian}		Das Fort wurde von Männern verkauft, die geschworen haben, es zu verteidigen! Dies sind keine Krieger. Es sind Schafe, die nur des Fleischermessers würdig sind! Mögen ihre Namen verflucht sein! 
{fort_bribed_body_carthaginian}		Es ist traurig, wenn eine Garnison den Profit ihrer Pflicht vorzieht. Was diese Männer taten, darf weder vergessen noch vergeben werden. 
{fort_bribed_body_greek}			Ein Fort sollte verteidigt und nicht an den erstbesten Feind mit einem dicken Geldbeutel verkauft werden! Mögen die Götter alle Männer niederstrecken, die an diesem abscheulichen Abkommen beteiligt waren!
{fort_bribed_body_egyptian}			Das Fort wurde von seiner Garnison verkauft. Dieser Verrat ist so groß, dass selbst der Pharao beim Gedanken an die gerechte Strafe erblasst!
{fort_bribed_body_eastern}			Dieses Fort wurde von den Männern verkauft, die es beschützen sollten! Kennen sie keine Ehre? Ist ihre Gier nach Gold so unersättlich? Gedenken wir der Männer, die sie kauften, und planen wir unsere Rache!

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 05/08/2004 12:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{civil_war_possible_body_roman}		Eure Popularität beim Volk von Rom sucht ihresgleichen. Die Plebejer würden Euch als neuen Retter Roms betrachten, falls Ihr Euch entscheidet, in die Stadt einzumarschieren! Es ist an der Zeit, sich um die alten Herren im Senat und ihre Speichellecker zu kümmern!
{civil_war_possible_body_barbarian}		THIS TEXT SHOULD NEVER APPEAR AND SHOULDN'T BE TRANSLATED
{civil_war_possible_body_carthaginian}	THIS TEXT SHOULD NEVER APPEAR AND SHOULDN'T BE TRANSLATED
{civil_war_possible_body_greek}		THIS TEXT SHOULD NEVER APPEAR AND SHOULDN'T BE TRANSLATED
{civil_war_possible_body_egyptian}		THIS TEXT SHOULD NEVER APPEAR AND SHOULDN'T BE TRANSLATED
{civil_war_possible_body_eastern}		THIS TEXT SHOULD NEVER APPEAR AND SHOULDN'T BE TRANSLATED

{roman_civil_war_brutii_start_notify_title}		Die Bruti starten einen Bürgerkrieg
{roman_civil_war_julii_start_notify_title}		Die Julier starten einen Bürgerkrieg
{roman_civil_war_scipii_start_notify_title}		Die Scipionen starten einen Bürgerkrieg
{roman_civil_war_notify_foreigners_title}			Rom im Krieg!

{roman_civil_war_notify_foreigners}				In allen römischen Landen tobt ein Bürgerkrieg. Die Römer dürsten so sehr nach Blut, dass sie sich gegeneinander aufgelehnt haben! Vielleicht können wir von dieser Idiotie profitieren!
{roman_civil_war_brutii_start_notify}			Die Bruti sind eitel, grausam und verräterisch. Ein Krieg unter Römern ist etwas Unvorstellbares, aber die Bruti haben einen Bürgerkrieg angezettelt. Sie wollen Rom retten, sagen sie, aber in Wahrheit wollen sie nur die neuen Könige Roms werden, diese Heuchler!
{roman_civil_war_julii_start_notify}			Die falschen und verräterischen Julier haben dem Senat und Volk von Rom den Krieg erklärt und das Reich in einen Bürgerkrieg gestürzt. Der Pöbel mag sie ja lieben, aber hoffentlich vergeben ihnen die Götter niemals!
{roman_civil_war_scipii_start_notify}			Die Scipionen denken, die Götter würden sie mehr als alle anderen Römer schätzen, und haben aus diesem Irrglauben heraus einen Bürgerkrieg begonnen! Wenn sich niemand gegen sie auflehnt, machen sie sich selbst zum Herrscher der römischen Welt!

{you_have_been_outlawed}					Geächtet vom Senat!
{rome_outlaws_brutii_notify_roman_title}			Bruti geächtet
{rome_outlaws_julii_notify_roman_title}			Julier geächtet
{rome_outlaws_scipii_notify_roman_title}			Scipionen geächtet
{rome_outlaws_brutii_notify_foreign_title}		Bruti geächtet vom römischen Senat
{rome_outlaws_julii_notify_foreign_title}			Julier geächtet vom römischen Senat
{rome_outlaws_scipii_notify_foreign_title}		Scipionen geächtet vom römischen Senat
{rome_outlaws_you_notify_all_factions}			Der Senat von Rom handelt im besten Interesse Roms und seiner edlen Bürger und hat Eure Seite geächtet, die des Namens Rom nicht mehr länger würdig sind. Ihr seid jetzt ein Feind aller Römer und man wird Euch jede Hilfe und jeden Schutz in römischen Landen verweigern. Der Senat sendet Euch zusätzlich alle Flüche der Götter ...
{rome_outlaws_brutii_notify_roman}				Die Bruti wurden vom Senat geächtet. Endlich kriegen sie das, was sie verdienen! Kein Römer soll ihnen auf alle Zeit Hilfe, Nahrung und die Wärme eines Feuers gewähren.
{rome_outlaws_julii_notify_roman}				Die gerissenen Julier haben sich am Ende selbst übertroffen! Der Senat hat ihre Niedertracht erkannt und sie geächtet. Alle Römer sollen sich gegen sie wenden und sie vertreiben - sie sind der Gesellschaft wahrer Bürger nicht mehr würdig!
{rome_outlaws_scipii_notify_roman}				Schließlich und endlich hat der Senat die Scipionen geächtet. Vielleicht werden wir jetzt erfahren, ob die Götter ihnen wirklich näher stehen! Doch bis dahin sollen alle Römer diesen Verrätern jede Hilfe verwehren!
{rome_outlaws_brutii_notify_foreign}			Die Bruti, die arrogantesten und widerwärtigsten Römer, wurden von ihrem eigenen Senat geächtet. Sie können sich nicht mehr länger auf die Hilfe der anderen Römer verlassen. Vielleicht sind sie jetzt verwundbar ...
{rome_outlaws_julii_notify_foreign}				Der Senat von Rom hat sich gegen die verräterischen Julier gewandt und sie geächtet! Es hat lange gedauert, bis man ihre finsteren Absichten erkannt hat, doch jetzt sind sie auf sich allein gestellt. Kein Römer wird ihnen mehr zu Hilfe kommen ...
{rome_outlaws_scipii_notify_foreign}			Die hinterhältigen Scipionen wurden vom Senat von Rom geächtet. Sie können sich jetzt nicht mehr länger hinter den Schilden anderer Römer verstecken - sie müssen sich jetzt ihrem Schicksal allein stellen! Vielleicht sind sie jetzt für einen Angriff anfällig ...

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 12/08/2004 09:53:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{player_lose_warning_body_roman}			Bald wird man Eure Ehre als Römer in Frage stellen, da eine andere Seite kurz davor steht, den Sieg davonzutragen!
{player_lose_warning_body_barbarian}		Die Götter zweifeln derart an Euren Anstrengungen, dass sie im Begriff sind, Euch aufzugeben. Der Sieg ist für ein anderes Volk greifbar nah!
{player_lose_warning_body_carthaginian}		Eine andere Seite ist im Begriff, Euch zu besiegen! Wenn Ihr nicht schnellstens etwas unternehmt, werden Eure Mühen keine Früchte tragen!
{player_lose_warning_body_greek}			Eine andere Seite ist im Begriff zu siegen! Dies ist ein trauriger Tag, und es bleibt nur wenig Zeit für die griechische Zivilisation zu triumphieren!
{player_lose_warning_body_egyptian}			Der Pharao ist entsetzt darüber, dass ein anderes Volk bald den Sieg davontragen wird! Können die Ägypter diese Niederlage vielleicht doch noch abwenden?
{player_lose_warning_body_eastern}			Gewitterwolken der Niederlage ziehen auf! Eine andere Seite wird bald siegen und Eure Anstrengungen somit in den Abfluss der Geschichte verbannen!

{characters_affected}					Betroffene Charaktere

{agent_detected_and_expelled_body_roman}			Ein feindlicher Agent wurde entdeckt, doch er konnte fliehen! Man sollte ihn jagen und seinen Leichnam als Warnung vor dem zur Schau stellen, was mit jenen geschieht, die sich gegen die guten und ehrlichen Römer verschwören!
{agent_detected_and_expelled_body_barbarian}		Ein abscheulicher, gerissener Diener unserer Feinde wurde gefunden, doch entkam er der Gerechtigkeit! Mögen die Tiere der Wildnis zur Strafe seine Eingeweide verzehren!
{agent_detected_and_expelled_body_carthaginian}		Ein raffinierter Agent ist aufgeflogen, doch ist er geflohen! Man sollte ihn jagen wie einen räudigen Hund, denn das ist er! Möge ihm sein Wissen keinen Gewinn bringen! 
{agent_detected_and_expelled_body_greek}			Ein Agent der plappernden Ausländer wurde entdeckt und ist entkommen! Hoffentlich findet er nie zu seinen verlogenen Freunden zurück oder stört uns wieder!
{agent_detected_and_expelled_body_egyptian}			Ein ausländischer Agent wurde unter den Dienern des Pharao entdeckt, doch er konnte fliehen. Er sollte dankbar sein, dass er nicht die letzten Stunden seines Lebens damit verbrachte, um die Gnade des Pharao zu winseln!
{agent_detected_and_expelled_body_eastern}			Ein feiger fremder Agent wurde entdeckt, doch er ist zu seinen abscheulichen Herren zurück geflüchtet. Er kann sich glücklich schätzen, dass er nicht dem Scharfrichter zum Opfer fiel - noch nicht!

{senate_election_results_body_roman}			Der erlauchte Senat hat seine sorgfältige Beratung abgeschlossen und die wichtigsten Staatsämter wie folgt vergeben:
{senate_election_results_body_barbarian}			THIS MESSAGE SHOULD NEVER BE SEEN AND SHOULDN'T BE TRANSLATED
{senate_election_results_body_carthaginian}			THIS MESSAGE SHOULD NEVER BE SEEN AND SHOULDN'T BE TRANSLATED
{senate_election_results_body_greek}				THIS MESSAGE SHOULD NEVER BE SEEN AND SHOULDN'T BE TRANSLATED
{senate_election_results_body_egyptian}			THIS MESSAGE SHOULD NEVER BE SEEN AND SHOULDN'T BE TRANSLATED
{senate_election_results_body_eastern}			THIS MESSAGE SHOULD NEVER BE SEEN AND SHOULDN'T BE TRANSLATED

{transgression_body_roman}				Als Römer schätzen wir die Ehrlichkeit höher als alle anderen Tugenden. Es wäre unehrlich, würden wir Euch nicht verkünden, dass Euer Verhalten in der letzten Zeit bei uns große Verärgerung hervorgerufen hat.
{transgression_body_barbarian}				Euer Verhalten beleidigt uns! Als Krieger und als Männer spüren wir die Notwendigkeit, Euch Gelegenheit zur Besserung zu geben, ehe wir Euch unsere Klingen spüren lassen müssen! 
{transgression_body_carthaginian}				Euer Verhalten ist lästig und bringt keinen Gewinn. Falls Ihr weiterhin unser Volk derart verärgert, sehen wir uns möglicherweise nicht mehr in der Lage, unseren Zorn im Zaum zu halten! Seid gewarnt, dass Eure Fehler registriert wurden!
{transgression_body_greek}					Ihr verhaltet Euch nicht wie zivilisierte Menschen. Unsere Geduld ist nicht grenzenlos. Früher oder später werden wir der höflichen Worte genug gebraucht haben und zum strafenden Schwert greifen. Ihr wurdet gewarnt!
{transgression_body_egyptian}				Der Pharao wünscht, Euch wissen zu lassen, dass er Euch als zunehmend anstrengend und lästig empfindet. Ihr habt ihn durch Euer Verhalten beleidigt. Er vertraut darauf, dass Ihr Euch in Zukunft bessern werdet. 
{transgression_body_eastern}				Euer Verhalten ist anstößig. Viele verlangen, dass man Euch schwer bestraft. Bevor wir jedoch gegen Euch in den Kampf ziehen, geben wir Euch Gelegenheit, Euch zu bessern. Betrachtet dies als eine Warnung.

{senate_election_results_no_offices}		Die noblen Senatoren Roms haben in ihrer Weisheit beschlossen, dass Eure Seite die Ehre momentan nicht verdient, ein Staatsamt der Republik zu füllen. 

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 19/08/2004 16:05:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{senate_popularity_rises}		Ansehen beim Senat steigt
