¬ Text file converted with loc_parser							
{your_citizens_killed}					Cittadini uccisi:		
{rome_outlaws_scipii_notify_roman_title}			Messa al bando dei Corneli		
{rome_outlaws_brutii_notify_foreign_title}		Il Senato di Roma mette al bando i Valeri			
{rome_outlaws_julii_notify_foreign_title}			Il Senato di Roma mette al bando i Giuli		
{rome_outlaws_scipii_notify_foreign_title}		Il Senato di Roma mette al bando i Corneli 			
{rome_outlaws_you_notify_all_factions}			Il Senato di Roma, nell'interesse della città e dei suoi nobili abitanti, ha messo al bando la tua fazione, dichiarandola indegna dell'appellativo di romana. Ora siete considerati nemici di Roma, e non otterrete aiuto, conforto o difesa nei suoi territori. Il Senato ti invia inoltre la maledizione degli dei...		
{rome_outlaws_brutii_notify_roman}				I Valeri sono stati messi al bando dal Senato. Quegli arroganti hanno finalmente ottenuto la ricompensa che meritano! Nessun vero romano dovrà fornire loro aiuto di alcun genere, né cibo, né acqua, né il calore di un focolare.	
{rome_outlaws_julii_notify_roman}				Gli scaltri Giuli hanno finalmente passato il segno! Il Senato ha preso atto della loro perfidia e li ha messi al bando. Tutti i Romani dovrebbero rivoltarglisi contro e negare loro la compagnia di cittadini onesti!	
{rome_outlaws_scipii_notify_roman}				Il Senato ha finalmente messo al bando i Corneli. Ora vedremo se davvero gli dei li favoriscono! Frattanto, tutti i Romani dovrebbero negare a quegli illusi traditori qualunque tipo di aiuto!	
{rome_outlaws_brutii_notify_foreign}			I Valeri, quei Romani boriosi e arroganti, sono stati messi al bando dal loro beneamato Senato. Non possono più contare sull'appoggio dei loro compatrioti e pertanto ora potrebbero risultare vulnerabili...	
{rome_outlaws_julii_notify_foreign}				Il Senato di Roma si è rivoltato contro gli infidi Giuli mettendoli al bando! Era ora che le loro sgradevoli trame venissero scoperte, ma adesso la famiglia Giulia è sola. Nessun romano verrà in suo aiuto...
{rome_outlaws_scipii_notify_foreign}			Quegli illusi dei Corneli sono stati messi al bando dal Senato di Roma. Non potranno più ripararsi dietro gli scudi di altri Romani, e dovranno affrontare da soli il proprio destino! Adesso, forse, risultano più vulnerabili...	

¬****************************************************************************************				
¬****************************************************************************************				
¬*				
¬*			THIS FILE GONE FOR LOCALISATION!!!	
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 		
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!	
¬*				
¬*				
¬***** Changes made after 12/08/2004 09:53:00				
¬*				
¬****************************************************************************************				
¬****************************************************************************************				

{player_lose_warning_body_roman}			Il tuo onore di Romano sta per essere messo in questione. Un'altra fazione si accinge a reclamare la vittoria!		
{player_lose_warning_body_barbarian}		Gli dei ti hanno voltato le spalle lasciandoti disperato alle tue imprese. Un altro popolo sta per reclamare la vittoria!			
{player_lose_warning_body_carthaginian}		Un'altra fazione sta per reclamare la vittoria su di te! A meno di non agire rapidamente, tutti i tuoi sforzi saranno stati vani!			
{player_lose_warning_body_greek}			Un'altra fazione sta per aggiudicarsi la vittoria! Questo è un triste giorno, giacché alla civiltà ellenica resta ben poco tempo per ottenere il trionfo!		
{player_lose_warning_body_egyptian}			Il Faraone è sconvolto dalla prospettiva che un altro popolo stia per ottenere la vittoria! Riusciranno le armi egizie a strappare il trionfo dalle fauci della sconfitta?		
{player_lose_warning_body_eastern}			Le oscure nubi della sconfitta si avvicinano! Un'altra fazione sta per ottenere la vittoria e consegnare i tuoi sforzi alle latrine della storia!		

{characters_affected}					Personaggi coinvolti

{agent_detected_and_expelled_body_roman}			Un agente nemico è stato smascherato, ma è riuscito a dileguarsi! Dovremmo dargli la caccia ed esporre il suo cadavere come monito per chiunque complotti contro i bravi e onesti Romani!		
{agent_detected_and_expelled_body_barbarian}		Un lurido e scaltro servo dei nostri nemici è stato scoperto, ma è sfuggito alla giustizia! Possano le bestie selvatiche pascersi delle sua interiora come punizione!			
{agent_detected_and_expelled_body_carthaginian}		Un infido agente è stato scoperto, ma è fuggito! Dovrebbe essere cacciato da cane mentitore quale egli è! Possa costui non guadagnare nulla da quanto ha appreso! 			
{agent_detected_and_expelled_body_greek}			Un agente di stranieri dal ridicolo linguaggio è stato individuato, ma è fuggito! Speriamo che non riesca mai a raggiungere i suoi perfidi amici e che non ci importuni più in futuro!		
{agent_detected_and_expelled_body_egyptian}			Un agente straniero è stato scoperto tra i servi del Faraone, ma è riuscito a fuggire. Dovrebbe essere grato di non aver passato le sue ultime ore a implorare urlando la pietà del nostro signore!		
{agent_detected_and_expelled_body_eastern}			Un viscido agente straniero è stato smascherato, ma è riuscito a tornare dai suoi disgustosi padroni. Dovrebbe essere grato per essere sfuggito alle delicate attenzioni del carnefice... per ora!		

{senate_election_results_body_roman}			Il Senato ha terminato le sue auguste deliberazioni ed ha assegnato le importanti cariche di Stato come segue:		
{senate_election_results_body_barbarian}			THIS MESSAGE SHOULD NEVER BE SEEN AND SHOULDN'T BE TRANSLATED		
{senate_election_results_body_carthaginian}			THIS MESSAGE SHOULD NEVER BE SEEN AND SHOULDN'T BE TRANSLATED		
{senate_election_results_body_greek}				THIS MESSAGE SHOULD NEVER BE SEEN AND SHOULDN'T BE TRANSLATED	
{senate_election_results_body_egyptian}			THIS MESSAGE SHOULD NEVER BE SEEN AND SHOULDN'T BE TRANSLATED		
{senate_election_results_body_eastern}			THIS MESSAGE SHOULD NEVER BE SEEN AND SHOULDN'T BE TRANSLATED		

{transgression_body_roman}				In quanto Romani prediligiamo l'onestà a tutte le qualità, e sentiamo che sarebbe poco onesto non informarvi che la vostra recente condotta ci ha causato considerevole fastidio.	
{transgression_body_barbarian}				La vostra condotta ci ha offeso! Come guerrieri e uomini riteniamo giusto darvi la possibilità di redimervi prima che sia necessario passarvi tutti a fil di spada! 	
{transgression_body_carthaginian}				La vostra condotta è tediosa e vana. Se continuate a infastidire la nostra gente ci sarà difficile contenerne l'ira! Sappiate che vostri errori sono stati notati!	
{transgression_body_greek}					Il vostro comportamento è indegno di un popolo civile. La nostra pazienza non è infinita, e prima o poi metteremo da parte i discorsi per sguainare le spade. Siete avvisati!
{transgression_body_egyptian}				Il Faraone ritiene giusto informarvi che la sua irritazione nei vostri confronti va aumentando. Il vostro comportamento l'ha offeso, ma egli confida che troverete il modo di correggere la vostra condotta in futuro. 	
{transgression_body_eastern}				Il vostro comportamento è offensivo e molti ritengono che andrebbe punito severamente. Prima di impugnare le spade, però, vogliamo concedervi un'altra possibilità per emendarvi. Consideratelo un avvertimento.	

{senate_election_results_no_offices}		I saggi senatori di Roma hanno deciso che al momento la tua fazione non meriti l'onore di ricevere alcuna carica della Repubblica. 			

¬****************************************************************************************			
¬****************************************************************************************			
¬*			
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 	
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*			
¬*			
¬***** Changes made after 19/08/2004 16:05:00			
¬*			
¬****************************************************************************************			
¬****************************************************************************************			

{senate_popularity_rises}		Aumento di favore presso il Senato	
{senate_popularity_falls}		Calo di favore presso il Senato	
{people_popularity_rises}		Aumento di favore presso la Plebe	
{people_popularity_falls}		Calo di favore presso la Plebe	

{senate_congratulations_for_great_victory_standing_high}	Tutta Roma ti rende onore, e il Senato offre ringraziamenti agli dei per la tua straordinaria guida. Questo è il trionfo del coraggio romano e un giorno di gloria per la tua famiglia.		
{senate_congratulations_for_great_victory_standing_mid}		Il Senato si congratula per questa vittoria. Le armi e il coraggio romani, uniti alle tue doti di comando, hanno aggiunto un altro capitolo glorioso alla storia dell'Urbe. Roma ti rende onore.	
{senate_congratulations_for_great_victory_standing_low}		Il Senato porge sinceri ringraziamenti agli dei per aver favorito Roma con questa vittoria e invia condoglianze alle famiglie di coloro che sono morti sotto il tuo comando. 	

{your_machine_needs_upgrading_body_roman}			Ancora nessuna notizia dei tuoi rinforzi. Potrebbero non arrivare in tempo per la battaglia, dunque preparati a combattere senza di loro.
{your_machine_needs_upgrading_body_barbarian}		I tuoi rinforzi non danno segno di arrivare, e solo gli dei sanno se giungeranno in tempo. Perciò, da vero guerriero, preparati ad affrontare i nemici da solo e senza paura!	
{your_machine_needs_upgrading_body_carthaginian}		Non ci sono ancora notizie dei tuoi rinforzi. Potrebbero non arrivare per tempo, dunque preparati a combattere senza il loro aiuto!	
{your_machine_needs_upgrading_body_greek}			Le staffette devono ancora annunciarti l'arrivo dei rinforzi. T'infonda coraggio il sapere che combatterai a fianco di valorosi Greci, e sii pronto ad affrontare il nemico senza ulteriori aiuti!
{your_machine_needs_upgrading_body_egyptian}		Non hai ancora notizie di servi del Faraone abbastanza vicini da unirsi alla battaglia. Armati di coraggio e preparati ad affrontare il nemico con le tue sole forze!	
{your_machine_needs_upgrading_body_eastern}		I tuoi rinforzi non danno segno di arrivare, e solo gli dei possono dire se giungeranno in tempo. Così, da potente guerriero, devi volgerti verso il nemico e combattere!	

¬Rewording to make into a question			

{war_declared_on_ally_body_roman}				È stata dichiarata guerra a un fedele alleato di Roma. Se offrirgli o meno il nostro aiuto è questione delicata! Dobbiamo appoggiare gli attaccanti?
{war_declared_on_ally_body_barbarian}			La guerra, non cercata né meritata, ha investito i nostri alleati! I nostri guerrieri devono rimanere con le mani in mano? Dobbiamo affiancare quel popolo bellicoso in questo conflitto?	
{war_declared_on_ally_body_carthaginian}			I nostri alleati sono stati coinvolti in un conflitto. Se inviare loro aiuti o meno è questione che merita attenta considerazione... E se appoggiassimo gli aggressori?	
{war_declared_on_ally_body_greek}				I nostri alleati ora si trovano in guerra, ma l'apporto delle armi elleniche alla loro causa è materia di discussione... Dobbiamo affiancare i bellicosi attaccanti?
{war_declared_on_ally_body_egyptian}			Gli alleati del Faraone sono sotto attacco. Sarà necessaria tutta la saggezza del nostro grande sovrano per decidere se aiutarli o meno. Dobbiamo appoggiare gli aggressori?	
{war_declared_on_ally_body_eastern}			È stata dichiarata guerra a un nostro alleato, ma noi dobbiamo ancora essere coinvolti. Quali sono i portenti? Dobbiamo combattere al fianco degli attaccanti? 	
