¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Римские
{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}			Просуществовать дольше следующей фракции (или фракций):	¬ allows for just one faction listed after message

{SMT_NO_UNITS_NEED_RETRAINING}				Нет соединений, доступных для переобучения.

{SMT_STATE_ICON_BUILDINGS_FUN}					Здания сферы развлечений, культуры и поддержания порядка
{SMT_CAPABILITY_GATE_DEFENSES}			Кипящее масло

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*		This particular divider does not denote a changes round.
¬*	This is when the files were locked to be sent for Russian and Polish translation.
¬*
¬*
¬***** Changes made after 01/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_CAPS_LOC_REQUIRES}						Требуется:
{SMT_ATTACKING_THIS_CHARACTER_WILL_BREAK_ALLIANCE}	В настоящее время вы находитесь в союзе с фракцией этого персонажа. Если вы сейчас атакуете его, союз будет разорван и объявлена война. Вы уверены, что хотите продолжить?
{SMT_ATTACKING_THIS_NAVY_DECLARATION_OF_WAR}		Между вашей фракцией и фракцией этой флотилии сейчас нет вражды, однако, если сейчас вы атакуете, это будет рассматриваться как объявление войны. Вы уверены, что хотите продолжить?
{SMT_ATTACKING_THIS_ARMY_DECLARATION_OF_WAR}		Между вашей фракцией и фракцией этой армии сейчас нет вражды, однако, если сейчас вы атакуете, это будет рассматриваться как объявление войны. Вы уверены, что хотите продолжить?
{SMT_ATTACKING_THIS_CHARACTER_DECLARATION_OF_WAR}	Между вашей фракцией и фракцией этого персонажа сейчас нет вражды, однако, если сейчас вы атакуете, это будет рассматриваться как объявление войны. Вы уверены, что хотите продолжить?
{SMT_ATTACKING_THIS_SETTLEMENT_DECLARATION_OF_WAR}	Между вашей фракцией и фракцией, которая владеет этим поселением, сейчас нет вражды, однако, если сейчас вы атакуете, это будет рассматриваться как объявление войны. Вы уверены, что хотите продолжить?
{SMT_ATTACKING_THIS_FORT_DECLARATION_OF_WAR}		Между вашей фракцией и фракцией, которая владеет этим фортом, сейчас нет вражды, однако, если сейчас вы атакуете, это будет рассматриваться как объявление войны. Вы уверены, что хотите продолжить?
{SMT_ATTACKING_THIS_PORT_DECLARATION_OF_WAR}		Между вашей фракцией и фракцией, которая владеет этим портом, сейчас нет вражды, однако если сейчас вы атакуете, это будет рассматриваться, как объявление войны. Вы уверены, что хотите продолжить?
